Title,Year,Rated,Runtime,Genre,RottenTomatoes,Metascore,IMDB,BoxOffice
Tár,2022,R,158,"Drama, Music",91,92,7.4,6773650
Tarzan,1999,G,88,"Animation, Adventure, Comedy",89,79,7.3,171091819
Taxi Driver,1976,R,114,"Crime, Drama",89,94,8.2,28262574
Taylor Swift: Reputation Stadium Tour,2018,TV-PG,125,"Documentary, Music",0,0,8.4,0
Team Thor,2016,Not Rated,4,"Short, Comedy, Fantasy, Sci-Fi",0,0,8.1,0
Teen Titans GO! To the Movies,2018,PG,84,"Animation, Action, Adventure",91,69,6.7,29790236
Teen Titans Go! Vs. Teen Titans,2019,Not Rated,77,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",100,0,6.9,0
Teen Titans: The Judas Contract,2017,PG-13,84,"Animation, Action, Adventure, Drama, Family, Fantasy, Sci-Fi",83,0,7.0,0
Teen Titans: Trouble in Tokyo,2006,TV-Y7,75,"Animation, Action, Adventure",0,0,7.0,0
Teen Wolf: The Movie,2023,TV-MA,140,"Action, Drama, Fantasy",32,51,5.5,0
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,PG,99,"Animation, Action, Adventure",96,74,7.2,118613586
Tell It to the Bees,2018,TV-MA,108,Drama,52,50,6.4,0
Temple Grandin,2010,TV-PG,107,"Biography, Drama",100,0,8.2,0
Tenet,2020,PG-13,150,"Action, Sci-Fi, Thriller",69,69,7.3,58504105
Terminator 2: Judgment Day,1991,R,137,"Action, Sci-Fi",91,75,8.6,205881154
Terms of Endearment,1983,PG,132,"Comedy, Drama",82,79,7.4,108423489
Testament of Youth,2014,PG-13,129,"Biography, Drama, History",84,76,7.2,1822250
Tetris,2023,R,118,"Biography, Drama, History",82,61,7.4,0
Thank You for Smoking,2005,R,92,"Comedy, Drama",86,71,7.5,24793509
The 39 Steps,1935,Approved,86,"Crime, Mystery, Thriller",96,93,7.6,0
The Abyss,1989,PG-13,140,"Adventure, Drama, Mystery",88,62,7.5,54981151
The Accountant,2016,R,128,"Action, Thriller",52,51,7.3,86260045
The Adam Project,2022,PG-13,106,"Action, Adventure, Comedy",68,55,6.7,0
"The Adventures of Priscilla, Queen of the Desert",1994,R,104,"Comedy, Music",94,70,7.5,11220670
The Adventures of Robin Hood,1938,PG,102,"Action, Adventure, Romance",100,97,7.9,0
The African Queen,1951,PG,105,"Adventure, Drama, Romance",96,91,7.7,0
The Age of Adaline,2015,PG-13,112,"Drama, Fantasy, Romance",55,51,7.2,42629776
The Alamo,1960,Approved,162,"Adventure, Drama, History",55,0,6.8,0
The Andromeda Strain,1971,G,131,"Mystery, Sci-Fi, Thriller",67,60,7.2,0
The Angry Birds Movie 2,2019,PG,97,"Animation, Action, Adventure",73,60,6.4,41667116
The Apartment,1960,Approved,125,"Comedy, Drama, Romance",93,94,8.3,18600000
The Aristocats,1970,G,78,"Animation, Adventure, Comedy",64,66,7.1,35452658
The Art of Racing in the Rain,2019,PG,109,"Comedy, Drama, Romance",45,43,7.5,26395642
The Asphalt Jungle,1950,Approved,112,"Crime, Drama, Film-Noir",97,85,7.8,0
The Assassination of Jesse James by the Coward Robert Ford,2007,R,160,"Biography, Crime, Drama",77,68,7.5,3909149
The Avengers,2012,PG-13,143,"Action, Sci-Fi",91,69,8.0,623357910
The Aviator,2004,PG-13,170,"Biography, Drama",86,77,7.5,102610330
The Bad Guys,2022,PG,100,"Animation, Action, Adventure",88,64,6.8,97233630
The Ballad of Buster Scruggs,2018,R,133,"Comedy, Drama, Musical",89,79,7.2,0
The Banker,2020,PG-13,120,"Biography, Drama",79,59,7.3,0
The Banshees of Inisherin,2022,R,114,"Comedy, Drama",96,87,7.7,10582266
The Basketball Diaries,1995,R,102,"Biography, Crime, Drama",47,46,7.3,2381087
The Batman,2022,PG-13,176,"Action, Crime, Drama",85,72,7.8,369345583
The Beguiled,1971,R,105,"Drama, Thriller, War",90,66,7.2,1100000
The Best of Enemies,2019,PG-13,133,"Biography, Drama, History",52,49,7.3,10205616
The Best of Me,2014,PG-13,118,"Drama, Romance",12,29,6.7,26766213
The Best Years of Our Lives,1946,Approved,170,"Drama, Romance, War",97,93,8.1,23650000
The Big Country,1958,Approved,166,"Drama, Romance, Western",100,61,7.9,0
The Big Heat,1953,Approved,89,"Crime, Film-Noir, Thriller",100,0,7.9,0
The Big Lebowski,1998,R,117,"Comedy, Crime",80,71,8.1,19301403
The Big Short,2015,R,130,"Biography, Comedy, Drama",89,81,7.8,70259870
The Big Sick,2017,R,120,"Comedy, Drama, Romance",98,86,7.5,42873127
The Big Sleep,1946,Approved,114,"Crime, Film-Noir, Mystery",96,86,7.9,25556
The Birdcage,1996,R,117,Comedy,84,72,7.2,124060553
The Birds,1963,PG-13,119,"Drama, Horror, Mystery",94,90,7.6,0
The Black Phone,2021,R,103,"Horror, Mystery, Thriller",81,65,6.9,90123230
The Blind Side,2009,PG-13,129,"Biography, Drama, Sport",66,53,7.6,255982860
The Blue Umbrella,2013,G,7,"Animation, Short, Drama",0,0,7.5,0
The Blues Brothers,1980,R,133,"Action, Adventure, Comedy",72,60,7.9,57229890
The Boat That Rocked,2009,R,117,"Comedy, Drama, Music",60,58,7.3,8017917
The Book of Henry,2017,PG-13,105,"Crime, Drama, Thriller",22,31,6.6,4504974
The Book of Life,2014,PG,95,"Animation, Adventure, Comedy",83,67,7.2,50151543
The Book Thief,2013,PG-13,131,"Drama, War",49,53,7.5,21488481
The Boondock Saints,1999,R,108,"Action, Crime, Thriller",26,44,7.7,30471
The Boss Baby 2: Family Business,2021,PG,107,"Animation, Adventure, Comedy",46,39,5.9,57300280
The Bourne Identity,2002,PG-13,119,"Action, Mystery, Thriller",84,68,7.8,121661683
The Bourne Supremacy,2004,PG-13,108,"Action, Mystery, Thriller",82,73,7.7,176241941
The Bourne Ultimatum,2007,PG-13,115,"Action, Mystery, Thriller",92,85,8.0,227471070
The Boy in the Striped Pajamas,2008,PG-13,94,"Drama, War",65,55,7.7,9046156
The Boy Who Harnessed the Wind,2019,TV-PG,113,"Biography, Drama, History",86,68,7.6,0
"The Boy, the Mole, the Fox and the Horse",2022,TV-G,32,"Animation, Short, Adventure",78,75,7.8,0
The Breadwinner,2017,PG-13,94,"Animation, Drama, Family",95,78,7.7,313215
The Breakfast Club,1985,R,97,"Comedy, Drama",89,66,7.8,45875171
The Bride of Frankenstein,1935,Not Rated,75,"Drama, Horror, Sci-Fi",98,95,7.8,0
The Bridge on the River Kwai,1957,PG,161,"Adventure, Drama, War",96,87,8.1,27200000
The Bridges of Madison County,1995,PG-13,135,"Drama, Romance",90,69,7.6,71516617
The Bucket List,2007,PG-13,97,"Adventure, Comedy, Drama",41,42,7.4,93466502
The Burial,2023,R,126,Drama,0,0,7.1,0
The Butler,2013,PG-13,132,"Biography, Drama",72,65,7.2,116632095
The Butterfly Effect,2004,R,113,"Drama, Sci-Fi, Thriller",34,30,7.6,57938693
The Caine Mutiny,1954,Not Rated,124,"Drama, War",93,63,7.7,21750000
The Call of the Wild,2020,PG,100,"Adventure, Drama, Family",63,48,6.7,62342368
The Cameraman,1928,Approved,76,"Comedy, Drama, Family",100,0,8.0,0
The Children's Hour,1961,Not Rated,108,"Drama, Romance",80,49,7.8,0
The China Syndrome,1979,PG,122,"Drama, Thriller",88,81,7.4,51718367
The Choice,2016,PG-13,111,"Drama, Romance",11,26,6.5,18730891
The Christmas Chronicles,2018,PG,104,"Adventure, Comedy, Family",68,52,7.0,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,143,"Adventure, Family, Fantasy",75,75,6.9,291710957
The Circus,1928,Approved,72,"Comedy, Family, Romance",97,90,8.1,0
The Color Purple,1985,PG-13,154,Drama,73,78,7.7,98467863
The Commitments,1991,R,118,"Comedy, Drama, Music",90,73,7.6,14919570
The Conjuring,2013,R,112,"Horror, Mystery, Thriller",86,68,7.5,137446368
The Conjuring 2,2016,R,134,"Horror, Mystery, Thriller",80,65,7.3,102516140
The Conjuring: The Devil Made Me Do It,2021,R,112,"Horror, Mystery, Thriller",55,53,6.3,65631050
The Conversation,1974,PG,113,"Drama, Mystery, Thriller",97,87,7.8,4671805
"The Cook, the Thief, His Wife & Her Lover",1989,NC-17,124,"Crime, Drama",86,62,7.5,7724701
The Count of Monte Cristo,2002,PG-13,131,"Action, Adventure, Drama",73,61,7.7,54234062
The Covenant,2023,R,123,"Action, Drama, Thriller",83,63,7.5,16938039
The Creator,2023,PG-13,133,"Action, Adventure, Drama",0,0,6.8,40774679
The Croods: A New Age,2020,PG,95,"Animation, Adventure, Comedy",77,56,6.9,58568815
The Crow,1994,R,102,"Action, Crime, Drama",84,71,7.5,50693129
The Curious Case of Benjamin Button,2008,PG-13,166,"Drama, Fantasy, Romance",71,70,7.8,127509326
The Cutting Edge,1992,PG,101,"Comedy, Drama, Romance",57,53,6.9,25105517
The Damned United,2009,R,98,"Biography, Drama, Sport",92,81,7.5,449865
The Danish Girl,2015,R,119,"Biography, Crime, Drama",66,66,7.1,11114018
The Darjeeling Limited,2007,R,91,"Adventure, Comedy, Drama",69,67,7.2,11902715
The Dark Crystal,1982,PG,93,"Adventure, Family, Fantasy",77,66,7.1,41613957
The Dark Knight,2008,PG-13,152,"Action, Crime, Drama",94,84,9.0,534987076
The Dark Knight,2008,PG-13,152,"Action, Crime, Drama",94,84,9.0,534987076
The Dark Knight Rises,2012,PG-13,164,"Action, Drama, Thriller",87,78,8.4,448149584
The Darkest Minds,2018,PG-13,104,"Action, Adventure, Drama",15,39,5.7,12695691
The Day of the Jackal,1973,PG,143,"Crime, Drama, Thriller",90,80,7.8,16056255
The Day the Earth Stood Still,1951,G,92,"Drama, Sci-Fi",95,83,7.8,0
The Death and Return of Superman,2019,PG-13,87,"Animation, Action, Adventure",0,0,6.8,0
The Death of Superman,2018,PG-13,81,"Animation, Action, Family, Sci-Fi",93,0,7.4,0
The Deer Hunter,1978,R,183,"Drama, War",86,86,8.1,48979328
The Departed,2006,R,151,"Crime, Drama, Thriller",91,85,8.5,132399394
The Devil All the Time,2020,R,138,"Crime, Drama, Thriller",65,55,7.1,0
The Devil Wears Prada,2006,PG-13,109,"Comedy, Drama",75,62,6.9,124740460
The Devils,1971,NC-17,111,"Biography, Drama, History",70,49,7.7,1133022
The Devil's Advocate,1997,R,144,"Drama, Fantasy, Mystery",63,60,7.5,60944660
The Diary of Anne Frank,1959,Approved,180,"Biography, Drama, Family",81,59,7.4,0
The Dirt,2019,TV-MA,107,"Biography, Comedy, Drama",37,39,7.0,0
The Dirty Dozen,1967,Approved,150,"Action, Adventure, War",81,73,7.7,0
The Disaster Artist,2017,R,104,"Biography, Comedy, Drama",91,76,7.3,21120616
The Doors,1991,R,140,"Biography, Drama, Music",56,62,7.2,34416893
The Dreamers,2003,NC-17,115,"Drama, Romance",60,63,7.1,2532228
The Driver,1978,R,91,"Action, Crime, Thriller",79,56,7.1,0
The Duellists,1977,PG,100,"Drama, War",73,70,7.4,0
The Edge of Seventeen,2016,R,104,"Comedy, Drama",94,77,7.3,14431633
The Elephant Man,1980,PG,124,"Biography, Drama",92,78,8.2,26010864
The Emperor's Club,2002,PG-13,109,Drama,50,49,6.9,14118751
The Emperor's New Groove,2000,G,78,"Animation, Adventure, Comedy",86,70,7.4,89636687
The End of the Tour,2015,R,106,"Biography, Drama",92,82,7.2,3002884
The Enforcer,2022,R,90,"Action, Crime, Drama",30,38,5.3,0
The English Patient,1996,R,162,"Drama, Romance, War",86,87,7.4,78676425
The Equalizer,2014,R,132,"Action, Crime, Thriller",61,57,7.2,101530738
The Equalizer 3,2023,R,109,"Action, Crime, Thriller",76,0,6.9,92373751
The Evil Dead,1981,NC-17,85,Horror,86,71,7.4,2400000
The Exorcism of God,2021,R,98,"Drama, Horror",57,41,5.3,0
The Exorcist,1973,R,122,Horror,78,81,8.1,233005644
The Fabelmans,2022,PG-13,151,Drama,92,84,7.5,17348945
The Fall,2006,R,117,"Adventure, Drama, Fantasy",62,64,7.8,2266905
The Fallout,2021,R,96,Drama,93,84,7.0,0
The Family Plan,2023,PG-13,118,"Action, Comedy",0,0,6.3,0
The Farewell,2019,PG,100,"Comedy, Drama",97,89,7.5,17695781
The Father,2020,PG-13,97,"Drama, Mystery",98,88,8.2,2122771
The Fault in Our Stars,2014,PG-13,126,"Drama, Romance",81,69,7.7,124872350
The Favourite,2018,R,119,"Biography, Comedy, Drama",93,91,7.5,34366783
The Fifth Element,1997,PG-13,126,"Action, Adventure, Sci-Fi",71,52,7.6,63820180
The Fighter,2010,R,116,"Action, Biography, Drama",91,79,7.8,93617009
The Fisher King,1991,R,137,"Comedy, Drama, Fantasy",85,61,7.5,41895491
The Florida Project,2017,R,111,Drama,96,92,7.6,5904366
The Fly,1986,R,96,"Drama, Horror, Sci-Fi",93,79,7.6,40456565
The Founder,2016,PG-13,115,"Biography, Drama",81,66,7.2,12786053
The Fox and the Hound,1981,G,83,"Animation, Adventure, Drama",75,65,7.2,63456988
The French Connection,1971,R,104,"Action, Crime, Drama",96,94,7.7,51700000
The French Dispatch,2021,R,107,"Comedy, Drama, Romance",75,74,7.1,16124375
The Front Page,1974,PG,105,"Comedy, Drama, Romance",58,62,7.3,0
The Fugitive,1993,PG-13,130,"Action, Crime, Drama",96,87,7.8,183875760
The Fundamentals of Caring,2016,TV-MA,97,"Comedy, Drama",77,55,7.3,0
The Game,1997,R,129,"Drama, Mystery, Thriller",77,63,7.7,48323648
The Gentlemen,2019,R,113,"Action, Crime",75,51,7.8,36471795
The Getaway,1972,PG,123,"Action, Crime, Thriller",83,55,7.3,0
The Girl with the Dragon Tattoo,2011,R,158,"Crime, Drama, Mystery",86,71,7.8,102515793
The Glass Castle,2017,PG-13,127,"Biography, Drama",52,56,7.1,17273059
The Godfather,1972,R,175,"Crime, Drama",97,100,9.2,136381073
The Godfather,1972,R,175,"Crime, Drama",97,100,9.2,136381073
The Godfather Part II,1974,R,202,"Crime, Drama",96,90,9.0,47834595
The Godfather Part II,1974,R,202,"Crime, Drama",96,90,9.0,47834595
The Godfather Part III,1990,R,162,"Crime, Drama",66,60,7.6,66761392
The Gods Must Be Crazy,1980,PG,109,"Adventure, Comedy",85,73,7.3,30031783
The Gold Rush,1925,Approved,95,"Adventure, Comedy, Drama",100,0,8.1,0
The Goldfinch,2019,R,149,"Crime, Drama",25,40,6.4,5332621
The Good Lie,2014,PG-13,110,"Biography, Drama",85,65,7.4,2722209
"The Good, the Bart, and the Loki",2021,TV-PG,4,"Animation, Short, Action",0,0,6.1,0
The Goonies,1985,PG,114,"Adventure, Comedy, Family",77,62,7.7,63711145
The Graduate,1967,PG,106,"Comedy, Drama, Romance",86,83,8.0,104945305
The Grand Budapest Hotel,2014,R,99,"Adventure, Comedy, Crime",92,88,8.1,59301324
The Grapes of Wrath,1940,Approved,129,Drama,100,96,8.1,0
The Great Debaters,2007,PG-13,126,"Biography, Drama, Romance",80,65,7.5,30236407
The Great Dictator,1940,G,125,"Comedy, Drama, War",92,0,8.4,0
The Great Escape,1963,Approved,172,"Adventure, Drama, History",94,86,8.2,0
The Great Gatsby,2013,PG-13,143,"Drama, Romance",48,55,7.2,144857996
The Great Mouse Detective,1986,G,74,"Animation, Adventure, Family",76,73,7.1,38625550
The Greatest Beer Run Ever,2022,R,126,"Adventure, Drama, War",43,39,6.8,0
The Greatest Game Ever Played,2005,PG,120,"Biography, Drama, Sport",63,55,7.4,15337393
The Greatest Showman,2017,PG,105,"Biography, Drama, Musical",56,48,7.5,174340174
The Green Mile,1999,R,189,"Crime, Drama, Fantasy",79,61,8.6,136801374
The Green Mile,1999,R,189,"Crime, Drama, Fantasy",79,61,8.6,136801374
The Guardian,2006,PG-13,139,"Action, Adventure, Drama",37,53,6.9,55011732
The Guardians of the Galaxy Holiday Special,2022,TV-14,42,"Action, Adventure, Comedy",94,0,6.9,0
The Guernsey Literary and Potato Peel Pie Society,2018,TV-14,124,"Drama, Romance, War",81,65,7.3,0
The Guns of Navarone,1961,Not Rated,158,"Action, Adventure, Drama",92,72,7.5,0
The Half of It,2020,PG-13,104,"Comedy, Drama",97,74,6.9,0
The Hangover,2009,R,100,Comedy,79,73,7.7,277339746
The Hate U Give,2018,PG-13,133,"Crime, Drama",97,81,7.5,29719483
The Hateful Eight,2015,R,168,"Crime, Drama, Mystery",75,68,7.8,54117416
The Hating Game,2021,R,102,"Comedy, Romance",70,0,6.2,5600
The Haunting,1963,G,112,Horror,87,74,7.4,0
The Healer,2016,Not Rated,113,"Comedy, Drama, Family",0,0,6.4,0
The Help,2011,PG-13,146,Drama,76,62,8.1,169708112
The Hobbit: An Unexpected Journey,2012,PG-13,169,"Adventure, Fantasy",64,58,7.8,303030651
The Hobbit: The Battle of the Five Armies,2014,PG-13,144,"Adventure, Fantasy",59,59,7.4,255138261
The Hobbit: The Desolation of Smaug,2013,PG-13,161,"Adventure, Drama, Fantasy",75,66,7.8,258387334
The Holiday,2006,PG-13,136,"Comedy, Romance",50,52,6.9,63224849
The Hours,2002,PG-13,110,"Drama, Romance",79,80,7.5,41675994
The House That Jack Built,2018,R,152,"Crime, Drama, Horror",60,42,6.8,258106
The Hudsucker Proxy,1994,PG,111,"Comedy, Drama, Fantasy",60,53,7.2,2816518
The Hunchback of Notre Dame,1996,G,91,"Animation, Drama, Family",71,74,7.0,100138851
The Hundred-Foot Journey,2014,PG,122,"Comedy, Drama",68,55,7.3,54240821
The Hunger Games,2012,PG-13,142,"Action, Adventure, Sci-Fi",84,68,7.2,408010692
The Hunger Games: Catching Fire,2013,PG-13,146,"Action, Adventure, Sci-Fi",90,76,7.5,424668047
The Hunger Games: The Ballad of Songbirds & Snakes,2023,PG-13,157,"Action, Adventure, Drama",64,0,6.9,162001572
The Hunt for Red October,1990,PG,135,"Action, Adventure, Thriller",88,58,7.5,122012643
The Hurricane,1999,R,146,"Biography, Drama, Sport",82,74,7.6,50699241
The Hurt Locker,2008,R,131,"Drama, Thriller, War",97,95,7.5,17017811
The Hustler,1961,Not Rated,134,"Drama, Sport",94,90,8.0,0
The Illusionist,2006,PG-13,110,"Drama, Fantasy, Mystery",73,68,7.5,39868642
The Imitation Game,2014,PG-13,114,"Biography, Drama, Thriller",90,71,8.0,91125683
The Impossible,2012,PG-13,114,"Drama, History, Thriller",82,73,7.5,19019882
The In Between,2022,PG-13,115,"Drama, Romance, Sci-Fi",64,0,5.9,0
The Incredible Shrinking Man,1957,Not Rated,81,"Horror, Sci-Fi",83,73,7.6,0
The Incredibles,2004,PG,115,"Animation, Action, Adventure",97,90,8.0,261441092
The Innocents,1961,Not Rated,100,Horror,95,88,7.8,0
The Insider,1999,R,157,"Biography, Drama, Thriller",96,84,7.8,29089912
The Intern,2015,PG-13,121,"Comedy, Drama",59,51,7.1,75764672
The Invisible Man,1933,Approved,71,"Horror, Sci-Fi",94,87,7.6,0
The Invisible Man,2020,R,124,"Drama, Horror, Mystery",92,72,7.1,70410000
The Irishman,2019,R,209,"Biography, Crime, Drama",95,94,7.8,0
The Iron Giant,1999,PG,86,"Animation, Action, Adventure",96,85,8.1,23315035
The Judge,2014,R,141,"Crime, Drama",48,48,7.4,47119388
The Jungle Book,1967,G,78,"Animation, Adventure, Comedy",88,65,7.6,141843612
The Karate Kid,1984,PG,126,"Action, Drama, Family",89,60,7.3,91077276
The Kid,1921,Approved,68,"Comedy, Drama, Family",100,0,8.2,0
The Killers,1946,Approved,103,"Crime, Drama, Film-Noir",100,0,7.7,0
The Killing,1956,Approved,84,"Crime, Drama, Film-Noir",96,91,7.9,0
The Killing Fields,1984,R,141,"Biography, Drama, History",93,76,7.8,34700291
The King,2019,R,140,"Biography, Drama, History",71,62,7.3,0
The King and I,1956,G,133,"Biography, Drama, Musical",93,72,7.4,21300000
The King of Comedy,1982,PG,109,"Comedy, Crime, Drama",89,73,7.8,2536242
The King's Daughter,2022,PG,98,"Action, Adventure, Family",21,31,5.2,1758963
The King's Speech,2010,R,118,"Biography, Drama, History",94,88,8.0,138797449
The Kissing Booth,2018,TV-14,105,"Comedy, Romance",15,0,5.9,0
The Kissing Booth 2,2020,TV-14,134,"Comedy, Romance",27,39,5.7,0
The Kite Runner,2007,PG-13,128,Drama,65,61,7.6,15800078
The Lady Eve,1941,Approved,94,"Comedy, Romance",99,96,7.7,0
The Lady from Shanghai,1947,Not Rated,87,"Crime, Drama, Film-Noir",85,0,7.5,0
The Lady Vanishes,1938,Not Rated,96,"Mystery, Thriller",98,98,7.7,0
The Ladykillers,1955,Not Rated,91,"Comedy, Crime",100,91,7.6,23213
The Land Before Time,1988,G,69,"Animation, Adventure, Drama",65,66,7.4,48336291
The Last Castle,2001,R,131,"Action, Drama, Thriller",52,43,6.9,18244060
The Last Duel,2021,R,152,"Action, Drama, History",85,67,7.4,10853945
The Last Emperor,1987,PG-13,163,"Biography, Drama, History",86,76,7.7,43984230
The Last Full Measure,2019,R,116,"Drama, War",60,51,6.8,2949212
The Last King of Scotland,2006,R,123,"Biography, Drama, History",87,74,7.6,17606684
The Last Kingdom: Seven Kings Must Die,2023,TV-MA,111,"Action, Drama, History",82,48,6.9,0
The Last Letter from Your Lover,2021,TV-MA,110,"Drama, Romance",56,57,6.7,0
The Last of the Mohicans,1992,R,112,"Action, Adventure, Drama",88,76,7.7,75505856
The Last Picture Show,1971,R,118,"Drama, Romance",98,93,8.0,29133000
The Last Samurai,2003,R,154,"Action, Drama",66,55,7.8,111127263
The Last Song,2010,PG,107,"Drama, Music, Romance",21,33,6.0,62950384
The Last Temptation of Christ,1988,R,164,Drama,82,80,7.5,8373585
The Last Unicorn,1982,G,92,"Animation, Adventure, Drama",77,70,7.3,6455330
The Last Voyage of the Demeter,2023,R,118,"Fantasy, Horror",0,0,6.1,13637180
The Lego Batman Movie,2017,PG,104,"Animation, Action, Adventure",89,75,7.3,175936671
The Lego Movie,2014,PG,100,"Animation, Action, Adventure",96,83,7.7,257966122
The Leisure Seeker,2017,R,112,"Adventure, Comedy, Drama",38,45,6.7,3226443
The Life Aquatic with Steve Zissou,2004,R,119,"Action, Adventure, Comedy",73,62,7.2,24020403
The Life of David Gale,2003,R,130,"Crime, Drama, Mystery",19,31,7.5,19955598
The Light Between Oceans,2016,PG-13,133,"Drama, Romance",62,60,7.2,12545979
The Lighthouse,2019,R,109,"Drama, Fantasy, Horror",90,83,7.4,10867104
The Lincoln Lawyer,2011,R,118,"Crime, Drama, Mystery",84,63,7.3,58009200
The Lion in Winter,1968,PG,134,"Biography, Drama, History",91,0,7.9,18177
The Lion King,1994,G,88,"Animation, Adventure, Drama",93,88,8.5,422783777
The Lion King,2019,PG,118,"Animation, Adventure, Drama",52,55,6.8,543638043
The Little Mermaid,1989,G,83,"Animation, Adventure, Family",91,88,7.6,111543479
The Little Prince,2015,PG,108,"Animation, Adventure, Drama",92,70,7.7,1339152
The Lobster,2015,R,119,"Drama, Romance, Sci-Fi",87,82,7.1,9077245
The Long Good Friday,1980,R,114,"Crime, Drama, Mystery",97,82,7.6,0
The Long Goodbye,1973,R,112,"Comedy, Crime, Drama",95,87,7.5,0
The Longest Day,1962,G,178,"Action, Drama, History",87,75,7.7,0
The Longest Ride,2015,PG-13,123,"Comedy, Drama, Romance",31,33,7.0,37446117
The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,178,"Action, Adventure, Drama",91,92,8.9,316115420
The Lord of the Rings: The Return of the King,2003,PG-13,201,"Action, Adventure, Drama",94,94,9.0,379427292
The Lord of the Rings: The Return of the King,2003,PG-13,201,"Action, Adventure, Drama",94,94,9.0,379427292
The Lord of the Rings: The Two Towers,2002,PG-13,179,"Action, Adventure, Drama",95,87,8.8,342952511
The Lost Boys,1987,R,97,"Comedy, Horror",77,63,7.2,32315444
The Lost Weekend,1945,Approved,101,"Drama, Film-Noir",97,0,7.9,0
The Lovely Bones,2009,PG-13,135,"Drama, Fantasy, Thriller",31,42,6.6,44114232
The Lucky One,2012,PG-13,101,"Drama, Mystery, Romance",20,39,6.4,60457138
The Machinist,2004,R,101,"Drama, Thriller",77,61,7.6,1082715
The Magdalene Sisters,2002,R,114,Drama,91,83,7.7,4890878
The Magnificent Ambersons,1942,Not Rated,88,"Drama, Romance",89,93,7.6,0
The Magnificent Seven,1960,Approved,128,"Action, Adventure, Drama",89,74,7.7,0
The Maltese Falcon,1941,Approved,100,"Crime, Film-Noir, Mystery",99,97,8.0,18180
The Man from Earth,2007,Not Rated,87,"Drama, Fantasy, Mystery",100,0,7.8,0
The Man from U.N.C.L.E.,2015,PG-13,116,"Action, Adventure, Comedy",68,56,7.2,45445109
The Man Who Knew Infinity,2015,PG-13,108,"Biography, Drama",63,56,7.2,3866794
The Man Who Knew Too Much,1956,PG,120,"Drama, Thriller",88,76,7.4,0
The Man Who Shot Liberty Valance,1962,Approved,123,"Drama, Western",95,94,8.1,0
The Man Who Wasn't There,2001,R,116,"Crime, Drama",81,73,7.5,7504257
The Man Who Would Be King,1975,PG,129,"Adventure, War",97,91,7.8,0
The Manchurian Candidate,1962,PG-13,126,"Drama, Thriller",97,94,7.9,2757256
The Many Adventures of Winnie the Pooh,1977,G,74,"Animation, Comedy, Family",100,0,7.5,0
The Map of Tiny Perfect Things,2021,PG-13,98,"Comedy, Fantasy, Romance",78,61,6.8,0
The Martian,2015,PG-13,144,"Adventure, Drama, Sci-Fi",91,80,8.0,228433663
The Master,2012,R,138,"Drama, History",85,86,7.1,16377274
The Matrix,1999,R,136,"Action, Sci-Fi",83,73,8.7,172076928
The Matrix Reloaded,2003,R,138,"Action, Sci-Fi",74,62,7.2,281576461
The Mauritanian,2021,R,129,"Biography, Crime, Drama",75,53,7.4,836536
The Maze Runner,2014,PG-13,113,"Action, Mystery, Sci-Fi",65,57,6.8,102427862
The Meaning of Life,1983,R,107,"Comedy, Musical",86,72,7.5,14929552
The Menu,2022,R,107,"Comedy, Horror, Thriller",88,71,7.2,38501125
The Message,1976,PG,177,"Biography, Drama, History",0,0,8.1,0
The Mission,1986,PG,125,"Adventure, Drama, History",66,55,7.4,17218023
The Mitchells vs the Machines,2021,PG,114,"Animation, Action, Adventure",97,81,7.6,0
The Muppet Christmas Carol,1992,G,85,"Comedy, Drama, Family",77,64,7.7,27381507
The Muppet Movie,1979,G,95,"Adventure, Comedy, Family",88,74,7.6,65810475
The Naked Gun: From the Files of Police Squad!,1988,PG-13,85,"Comedy, Crime",86,76,7.6,78756177
The Name of the Rose,1986,R,130,"Drama, Mystery, Thriller",76,54,7.7,7153487
The Negotiator,1998,R,140,"Action, Crime, Drama",74,62,7.3,44547681
The NeverEnding Story,1984,PG,102,"Adventure, Drama, Family",83,46,7.3,20192381
The Next Three Days,2010,PG-13,133,"Action, Crime, Drama",50,52,7.3,21148651
The Nice Guys,2016,R,116,"Action, Comedy, Crime",91,70,7.4,36261763
The Night of the Hunter,1955,Not Rated,92,"Crime, Drama, Film-Noir",93,97,8.0,0
The Nightingale,2018,R,136,"Adventure, Drama, Thriller",86,77,7.3,400209
The Nightmare Before Christmas,1993,PG,76,"Animation, Family, Fantasy",95,82,7.9,87620624
The Normal Heart,2014,TV-MA,132,"Biography, Drama, History",94,0,7.9,0
The Northman,2022,R,137,"Action, Adventure, Drama",90,82,7.0,34233110
The Notebook,2004,PG-13,123,"Drama, Romance",54,53,7.8,81417274
The Odd Couple,1968,Approved,105,Comedy,98,86,7.6,44527234
The Old Guard,2020,R,125,"Action, Thriller",80,70,6.7,0
The Omen,1976,R,111,"Horror, Mystery",84,62,7.5,60922980
The One and Only Ivan,2020,PG,95,"Adventure, Comedy, Drama",72,58,6.6,0
The Others,2001,PG-13,104,"Horror, Mystery, Thriller",84,74,7.6,96578502
The Outfit,2022,R,105,"Crime, Drama, Mystery",85,69,7.2,3344040
